Rk,Player,SB,From,To,Age,G,PA,AB,R,H,1B,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,OPS+,TB,GIDP,HBP,SH,SF,IBB,Pos,Team,Player-additional
1004,Rube Curry,5,1920,1928,21-29,232,619,560,54,117,95,13,6,3,47,5,,27,,.209,.247,.270,.516,41,151,,1,31,,,17/983,CAGDSHILKCM,curryru01
1005,Babe Davis,5,1938,1939,,53,217,198,40,58,39,12,5,2,35,5,,17,,.293,.352,.434,.786,126,86,,1,1,,,79/486,BCAIAB,davisba01
1006,Chubby Dean,5,1936,1941,20-25,422,1021,900,100,251,195,46,7,3,116,5,3,98,56,.279,.351,.356,.707,80,320,8,2,21,,3,H31,CLEPHA,deanch01
1007,Dizzy Dean,5,1930,1941,20-31,324,765,716,76,160,125,23,4,8,76,5,3,9,104,.223,.234,.300,.534,42,215,12,1,39,,0,1/H,CHCSTL,deandi01
1008,Paul Dixon,5,1932,1938,24-30,98,369,333,42,80,63,16,0,1,38,5,,27,,.240,.299,.297,.596,58,99,,1,8,,,879,BBSNEPS,dixonpa01
1009,Jesse Douglas,5,1940,1941,24-25,39,153,140,21,34,26,6,2,0,17,5,,9,,.243,.289,.314,.603,86,44,,,4,,,/7846,BBBKCM,douglje01
1010,Mahlon Duckett,5,1940,1941,17-18,78,267,255,29,53,43,5,5,0,32,5,,9,,.208,.235,.267,.502,40,68,,,3,,,546,PS,duckema01
1011,Howard Ehmke,5,1920,1930,26-36,338,891,823,61,168,130,33,5,0,64,5,1,19,78,.204,.222,.256,.478,24,211,,0,49,,0,1/H,BOSDETPHA,ehmkeho01
1012,Gil English,5,1931,1938,21-28,213,772,712,71,182,149,19,7,7,83,5,5,50,71,.256,.307,.331,.639,77,236,18,3,7,,2,56H4/7,BSNDETNYG,engligi01
1013,Jewel Ens,5,1922,1925,32-35,67,205,186,25,54,41,8,4,1,24,5,0,7,16,.290,.323,.392,.716,84,73,,2,10,,,4H3/56,PIT,ensje01
1014,Luis Entenza,5,1927,1928,23-24,92,340,302,37,69,57,11,1,0,27,5,,30,,.228,.298,.272,.570,56,82,,0,8,,,2574/963,CSW,entenlu01
1015,Isidro Fabré,5,1923,1939,28-44,237,847,758,98,191,133,38,10,10,102,5,,45,,.252,.298,.368,.666,76,279,,5,39,,,7198/346,CSENYC,fabreis01
1016,Tom Fiall,5,1923,1925,29-31,56,249,220,23,44,39,4,0,1,13,5,,17,,.200,.264,.232,.495,35,51,,2,10,,,98/746,BBSBRGNLG,fiallto01
1017,Silvio García,5,1936,1940,22-26,37,120,108,13,34,26,4,1,3,21,5,,8,,.315,.368,.454,.821,109,49,,1,3,,,54/67,NYC,garcisi01
1018,Cocaína García,5,1927,1935,21-29,82,231,223,24,63,49,6,2,6,34,5,,6,,.283,.301,.408,.709,89,91,,0,2,,,19/738,CSWNYC,garcico01
1019,Alex Gaston,5,1920,1929,27-36,215,566,514,58,112,90,13,6,3,40,5,0,29,56,.218,.266,.284,.550,45,146,,5,17,,1,2H,BOSNYG,gastoal01
1020,Jack Graney,5,1920,1922,34-36,167,397,317,56,86,69,14,1,2,33,5,3,56,42,.271,.389,.341,.730,89,108,,5,17,,,H798,CLE,graneja01
1021,Blainey Hall,5,1923,1925,34-36,67,269,242,48,82,64,12,3,3,33,5,,16,,.339,.382,.450,.833,129,109,,1,10,,,98/7,BBS,hallbl01
1022,Eppie Hamilton,5,1924,1937,24-37,194,537,501,52,148,117,20,8,3,64,5,,20,,.295,.326,.385,.712,93,193,,3,13,,,2/31789,BBBCTGMRSWAP,hamilep01
1023,Alex Herman,5,1932,1932,33-33,22,69,66,11,17,14,1,1,1,8,5,,2,,.258,.279,.348,.628,96,23,,0,1,,,9/7438,MRS,hermaal02
1024,Wally Hood,5,1920,1922,25-27,67,97,80,23,19,14,2,2,1,5,5,2,14,18,.238,.358,.350,.708,87,28,,1,2,,,H89/7,BROPIT,hoodwa01
1025,Merwin Jacobson,5,1926,1927,32-33,121,338,294,45,71,60,9,2,0,24,5,,36,25,.241,.324,.286,.610,67,84,,0,8,,,8H9/7,BRO,jacobme01
1026,Mex Johnson,5,1937,1938,25-26,81,285,251,41,60,46,7,7,0,23,5,,23,,.239,.303,.323,.626,76,81,,0,11,,,6,KCM,johnsme01
1027,Smead Jolley,5,1930,1933,28-31,473,1815,1710,188,521,343,111,21,46,313,5,7,89,105,.305,.343,.475,.818,112,812,,10,4,,19,*79H/2,BOSCHW,jollesm01
1028,Willie Jones,5,1923,1929,20-26,312,1108,1002,121,257,200,44,8,5,124,5,,70,,.256,.307,.331,.638,68,332,,3,33,,,2/9734,AC,joneswi03
1029,John Kemp,5,1924,1928,,99,369,338,37,89,70,15,1,3,36,5,,15,,.263,.295,.340,.635,72,115,,0,16,,,89/746,MRS,kempjo01
1030,Bill Killefer,5,1920,1921,32-33,107,356,324,27,85,76,8,1,0,32,5,5,12,9,.262,.311,.293,.604,68,95,,11,9,,,2/H,CHC,killebi01
1031,Lee King,5,1920,1922,27-29,235,733,658,88,169,103,42,11,13,96,5,13,55,89,.257,.318,.413,.731,95,272,,4,15,,,87H9/3,NYGPHI,kingle02
1032,Ernie Krueger,5,1920,1925,29-34,154,436,397,46,112,82,19,6,5,44,5,4,36,33,.282,.342,.398,.740,97,158,,0,3,,,2H,BROCIN,krueger01
1033,Hank Leiber,5,1933,1941,22-30,755,2971,2658,399,776,524,131,24,97,495,5,18,255,292,.292,.358,.469,.827,124,1246,69,19,39,,32,8H973,CHCNYG,leibeha01
1034,Dario Lodigiani,5,1938,1941,22-25,302,1185,1041,121,270,191,56,7,16,128,5,4,107,62,.259,.338,.373,.710,84,388,21,16,20,,10,54/H,CHWPHA,lodigda01
1035,Andy Love,5,1930,1932,22-24,64,227,212,21,42,31,7,1,3,24,5,,9,,.198,.231,.283,.514,41,60,,0,6,,,39/24,DSWAP,lovean01
1036,Dolf Luque,5,1920,1935,29-44,510,1116,979,88,224,183,28,8,5,83,5,5,63,106,.229,.282,.289,.571,52,283,1,10,61,,0,1/H7,BROCINNYG,luquedo01
1037,Gus Mancuso,5,1928,1941,22-35,1174,4163,3760,345,1038,792,182,14,50,473,5,14,318,211,.276,.333,.372,.705,89,1398,81,3,78,,31,2H,BROCHCNYGSTL,mancugu01
1038,Clyde Manion,5,1920,1934,23-37,477,1302,1145,96,250,219,25,3,3,113,5,3,118,102,.218,.293,.253,.546,45,290,3,3,35,,1,2H/3,CINDETSLB,maniocl01
1039,Clyde McCullough,5,1940,1941,23-24,134,494,444,45,99,78,10,2,9,54,5,4,39,72,.223,.289,.315,.604,73,140,12,2,8,,3,2/H,CHC,mcculcl01
1040,John Mihalic,5,1935,1937,23-25,69,252,217,32,53,40,10,3,0,22,5,2,33,26,.244,.344,.318,.662,70,69,,0,2,,0,4/6H,WSH,mihaljo01
1041,Sam Mongin,5,1921,1921,37-37,55,234,176,40,39,32,6,1,0,17,5,,26,,.222,.360,.267,.627,78,47,,12,20,,,*5,SLG,mongisa01
1042,Chet Morgan,5,1935,1938,25-28,88,361,329,52,91,83,7,1,0,28,5,6,25,12,.277,.330,.304,.634,56,100,,1,6,,2,8H/7,DET,morgach01
1043,Greg Mulleavy,5,1930,1933,24-27,79,324,292,28,76,57,14,5,0,28,5,2,20,23,.260,.308,.342,.650,67,100,,0,12,,0,6/H4,BOSCHW,mullegr01
1044,Pat Mullin,5,1940,1941,22-23,58,245,224,42,76,55,11,5,5,23,5,1,18,18,.339,.393,.500,.893,126,112,2,2,1,,0,8/H,DET,mullipa01
1045,Steve O'Neill,5,1920,1928,28-36,726,2609,2159,220,619,472,128,11,8,296,5,17,364,152,.287,.393,.367,.760,97,793,,14,65,,1,2H,BOSCLENYYSLB,o'neist01
1046,Will Owens,5,1924,1933,22-31,105,362,334,28,70,63,5,2,0,24,5,,19,,.210,.254,.237,.491,34,79,,1,8,,,6/49517,AB2ABCBRGCAGCTGDMDSHBGIDKCMWP,owenswi01
1047,Oscar Owens,5,1922,1929,28-35,61,211,186,49,74,52,16,1,5,38,5,,22,,.398,.464,.575,1.039,168,107,,1,2,,,91/783,HGPK,owensos01
1048,Tom Padden,5,1932,1937,23-28,379,1274,1126,116,306,258,40,6,2,109,5,2,124,114,.272,.345,.323,.668,80,364,29,2,19,,17,2H,PIT,paddeto01
1049,Malvin Powell,5,1929,1937,21-29,177,504,459,56,107,85,13,6,3,50,5,,30,,.233,.283,.307,.590,60,141,,2,13,,0,1978/43,CAG,powelme01
1050,Johnny Ray,5,1937,1941,25-29,63,276,230,49,66,60,3,3,0,20,5,,41,,.287,.399,.326,.725,114,75,,2,3,,,8/57936,BBBCBRJRC,rayjo02
1051,Bobby Reis,5,1931,1938,22-29,175,330,301,32,70,58,10,2,0,21,5,0,25,35,.233,.291,.279,.570,59,84,5,0,4,,1,1H789/53462,BROBSN,reisbo01
1052,Tony Rensa,5,1930,1939,28-37,200,579,514,71,134,96,26,5,7,65,5,2,57,54,.261,.338,.372,.710,75,191,3,3,5,,0,2H,CHWDETNYYPHI,rensato01
1053,Marshall Riddle,5,1937,1941,19-23,80,310,275,26,83,64,10,8,1,39,5,0,26,,.302,.364,.407,.772,128,112,,1,8,,,46,AB3SL2SL3SNS,riddlma01
1054,Dewey Rivers,5,1926,1933,27-34,7,18,17,2,6,4,2,0,0,3,5,0,1,1,.353,.389,.471,.859,134,8,,0,0,,,/7,BBSHIL,riverde01
1055,Johnny Rizzo,5,1938,1941,25-28,479,1831,1625,237,447,292,82,16,57,262,5,9,176,172,.275,.350,.450,.801,121,732,44,12,18,,16,*79H85,CINPHIPIT,rizzojo01
1056,Rags Roberts,5,1923,1923,27-27,28,123,102,14,33,25,5,3,0,14,5,,16,,.324,.425,.431,.856,141,44,,2,3,,,8/9724,BBS,roberra02
1057,Newt Robinson,5,1925,1927,,77,233,198,16,40,32,4,4,0,16,5,1,26,14,.202,.301,.263,.564,51,52,,2,7,,,6/45,HBGHILNLG,robinne01
1058,Red Rollings,5,1927,1930,23-26,184,403,355,36,89,74,13,2,0,28,5,4,27,23,.251,.311,.299,.609,57,106,,4,15,,1,H543/79,BOSBSN,rollire01
1059,Simon Rosenthal,5,1925,1926,21-22,123,392,357,40,95,69,17,5,4,44,5,1,26,21,.266,.319,.375,.695,82,134,,2,7,,,7H9,BOS,rosensi01
1060,Red Ryan,5,1923,1932,25-34,123,330,296,32,62,48,10,2,2,18,5,0,13,4,.209,.243,.277,.520,39,82,,0,21,,,1/98,BBSHILNWB,ryanre01
1061,Pete Scott,5,1926,1928,28-30,208,607,522,95,158,103,41,6,8,88,5,2,59,63,.303,.377,.450,.827,117,235,,3,23,,0,H97/358,CHCPIT,scottpe01
1062,LeGrant Scott,5,1939,1939,28-28,76,260,232,31,65,48,15,1,1,26,5,6,22,14,.280,.343,.366,.709,95,85,6,0,6,,0,9H/78,PHI,scottle01
1063,Charlie See,5,1920,1921,23-24,84,205,188,20,51,40,9,1,1,22,5,6,8,12,.271,.312,.346,.657,82,65,,3,6,,,H89/1,CIN,seech01
1064,Burt Shotton,5,1920,1923,35-38,135,293,258,43,59,49,7,1,2,21,5,4,29,24,.229,.314,.287,.601,70,74,,3,3,,,H78/9,STL,shottbu01
1065,Dick Spalding,5,1927,1928,33-34,131,519,465,69,139,120,16,3,0,25,5,2,38,44,.299,.352,.346,.698,90,161,,0,16,,0,7/H9,PHIWSH,spalddi01
1066,George Stumpf,5,1931,1936,20-25,118,288,260,31,61,50,7,3,1,32,5,1,25,26,.235,.302,.296,.598,58,77,,0,3,,0,H978,BOSCHW,stumpge01
1067,Bobby Sturgeon,5,1940,1941,20-21,136,474,454,46,110,91,16,3,0,27,5,1,9,31,.242,.257,.291,.548,57,132,11,0,11,,0,6/45H,CHC,sturgbo01
1068,Tack Summers,5,1923,1928,23-28,147,547,491,62,137,112,17,6,2,47,5,,38,,.279,.341,.350,.691,85,172,,8,10,,,7895,CAGCELCHTCTGTT,summeta01
1069,Roosevelt Tate,5,1932,1937,21-26,41,171,166,20,33,25,5,3,0,11,5,,5,,.199,.222,.265,.487,46,44,,0,0,,0,89/75,BBBCAGCTLVBNEG,tatero01
1070,Bennie Tate,5,1924,1934,22-32,566,1716,1560,144,435,347,68,16,4,172,5,16,118,51,.279,.330,.351,.681,79,547,2,1,34,,11,2H,BOSCHCCHWWSH,tatebe01
1071,Recurvon Terán,5,1923,1924,28-29,78,334,301,47,69,53,9,5,2,42,5,,22,,.229,.284,.312,.596,65,94,,1,10,,,45/6,CSECSW,teranre01
1072,Roy Tyler,5,1925,1926,25-26,28,109,101,10,27,20,4,3,0,11,5,,6,,.267,.308,.366,.675,74,37,,0,2,,,9/78,CAGCEL,tylerro01
1073,Johnny Walker,5,1920,1921,23-24,122,467,445,41,114,92,15,5,2,51,5,0,9,30,.256,.276,.326,.602,53,145,,3,10,,,32H,PHA,walkejo01
1074,Roxy Walters,5,1920,1925,27-32,257,832,723,65,153,128,23,2,0,58,5,5,58,54,.212,.280,.249,.529,40,180,,11,35,,,2/4H3,BOSCLE,waltero01
1075,Paul Louis Wanninger,5,1925,1927,22-24,163,598,556,53,130,106,15,8,1,32,5,9,23,43,.234,.266,.295,.560,45,164,,1,18,,,6/H54,BOSCINNYY,wannipe01
1076,Dick West,5,1938,1941,22-25,83,231,220,20,52,41,7,2,2,27,5,2,7,29,.236,.263,.314,.577,61,69,3,1,3,,0,2H/7,CIN,westdi01
1077,Nish Williams,5,1930,1939,26-35,251,873,785,104,215,170,37,5,3,97,5,,63,,.274,.334,.345,.679,88,271,,8,17,,,2794/5316,BCACCUCEGIABNEGWEG,willini02
1078,Denny Williams,5,1921,1928,24-31,120,366,328,46,85,78,4,3,0,18,5,10,28,19,.259,.319,.290,.609,57,95,,1,4,,0,7H8/9,BOSCIN,willide01
1079,John Williams,5,1926,1930,21-25,195,536,497,75,129,90,18,12,9,71,5,,29,,.260,.303,.398,.701,85,198,,2,8,,,178/9352,DMSLS,willijo04
1080,Jimmy Wilson,5,1940,1941,20-21,25,100,90,11,19,16,2,1,0,1,5,,10,,.211,.290,.256,.546,68,23,,,0,,,8/945,BBBTC,wilsoji04
1081,Babe Young,5,1936,1941,20-25,324,1366,1206,173,334,221,59,9,45,219,5,11,140,73,.277,.357,.453,.810,123,546,23,10,10,,19,3/H,NYG,youngba01
1082,Toussaint Allen,4,1923,1928,27-32,110,352,317,36,60,46,9,1,4,28,4,,16,,.189,.231,.262,.492,33,83,,1,18,,,3,HILNSPTGWMP,allento01
1083,Wayne Ambler,4,1937,1939,21-23,271,890,782,60,175,134,39,2,0,73,4,1,83,64,.224,.298,.279,.577,48,218,10,0,25,,1,64/H,PHA,amblewa01
1084,Bill Atwood,4,1936,1940,24-28,342,1070,961,82,220,168,41,4,7,112,4,7,93,89,.229,.299,.302,.601,62,290,20,3,13,,4,2H,PHI,atwoobi01
1085,Red Badgro,4,1929,1930,26-27,143,422,382,57,98,63,30,3,2,45,4,5,24,42,.257,.307,.366,.674,69,140,,4,12,,0,9H8/7,SLB,badgrre01
1086,Henry Baker,4,1925,1932,24-31,78,319,292,39,66,50,6,8,2,25,4,,21,,.226,.278,.322,.600,66,94,,0,6,,,938/72,AB2ABCDM,bakerhe01
1087,Jesse Barber,4,1922,1924,34-36,23,105,93,26,25,15,4,2,4,15,4,,9,,.269,.333,.484,.817,120,45,,0,3,,,8/739,DSHBG,barbeje01
1088,John Barnes,4,1922,1931,19-28,226,763,684,83,174,132,32,5,5,83,4,,53,,.254,.310,.338,.648,74,231,,2,24,,,2/563,ABCCBNCELCHTCTGCTSDSMRSSLSTT,barnejo02
1089,Ray Berres,4,1934,1941,26-33,493,1324,1223,87,264,223,36,3,2,73,4,2,70,126,.216,.259,.255,.515,43,312,42,2,27,,5,2/H,BROBSNPIT,berrera01
1090,Bob Boken,4,1933,1934,25-26,147,493,457,54,113,88,15,4,6,72,4,1,27,49,.247,.291,.337,.628,62,154,,1,8,,1,465H,CHWWSH,bokenbo01
1091,Earl Browne,4,1935,1938,24-27,143,504,461,59,131,94,26,5,6,69,4,4,29,64,.284,.332,.401,.733,94,185,15,4,6,,1,39H7/8,PHIPIT,brownea01
1092,Bullet Joe Bush,4,1920,1928,27-35,359,817,759,89,220,159,43,12,6,102,4,4,37,77,.290,.323,.402,.725,87,305,,0,13,,0,1H/798,BOSNYGNYYPHAPITSLBWSH,bushjo01
1093,Roberto Campos,4,1923,1923,21-21,62,279,243,46,69,58,6,1,4,25,4,,24,,.284,.363,.366,.729,90,89,,6,6,,,*7/981,CSW,camporo01
1094,Cleo Carlyle,4,1927,1927,24-24,95,324,278,31,65,44,12,8,1,28,4,4,36,40,.234,.324,.345,.669,76,96,,1,9,,,97H/8,BOS,carlycl01
1095,Mickey Casey,4,1932,1940,27-35,259,874,777,96,204,173,26,4,1,95,4,,76,,.263,.331,.310,.641,73,241,,3,18,,,254/978,BBSNENYCPCPSSEN,caseymi01
1096,Howdy Caton,4,1920,1920,25-25,98,395,352,29,83,67,11,5,0,27,4,9,33,19,.236,.305,.295,.600,71,104,,2,7,,,6/H,PIT,catonho01
1097,Andy Childs,4,1937,1938,31-32,22,99,84,17,17,11,5,1,0,7,4,0,10,,.202,.287,.286,.573,59,24,,0,5,,,4,IAMRS,childan01
1098,Clark,4,1928,1928,,12,46,38,5,9,7,2,0,0,5,4,,7,,.237,.356,.289,.645,78,11,,0,1,,,9/8,MRS,clark07
1099,Lorenza Cobb,4,1920,1920,32-32,30,98,91,11,28,25,3,0,0,14,4,,2,,.308,.351,.341,.691,106,31,,4,1,,,2,SLG,cobblo01
1100,Pat Collins,4,1920,1929,23-32,532,1455,1183,144,303,219,45,6,33,167,4,5,231,200,.256,.379,.388,.767,99,459,,4,32,,3,2H/3,BSNNYYSLB,collipa01
1101,Bob Collins,4,1940,1940,30-30,47,136,120,11,25,21,3,0,1,14,4,1,14,18,.208,.296,.258,.555,56,31,5,1,1,,3,2/H,CHC,colliri03
1102,Roosevelt Cox,4,1937,1938,23-24,53,206,175,25,43,33,3,6,1,26,4,,24,,.246,.340,.349,.689,95,61,,1,6,,0,54/2679,CAGDTSKCM,coxro01
1103,Pat Crawford,4,1929,1934,27-32,318,739,651,75,182,145,23,5,9,104,4,4,60,29,.280,.344,.372,.716,85,242,7,4,23,,6,H435,CINNYGSTL,crawfpa01
1104,Frank Crespi,4,1938,1941,20-23,171,701,619,92,169,135,28,2,4,53,4,5,63,73,.273,.349,.344,.693,90,213,12,9,10,,5,46/H5,STL,crespcr01
1105,Frank Croucher,4,1939,1941,24-26,270,948,870,92,217,170,36,4,7,81,4,2,53,119,.249,.295,.324,.619,56,282,19,3,22,,2,64/H5,DET,croucfr01
1106,Pickles Dillhoefer,4,1920,1921,26-27,152,417,386,45,98,79,12,7,0,28,4,2,24,14,.254,.298,.321,.619,73,124,,0,5,,,2H,STL,dillhpi01
1107,Leo Dixon,4,1925,1929,30-34,159,497,427,40,88,65,19,3,1,41,4,7,45,69,.206,.291,.272,.562,43,116,,6,17,,0,2/H,CINSLB,dixonle01
1108,Frank Duncan,4,1920,1928,32-40,146,447,391,47,103,77,20,3,3,44,4,,31,,.263,.338,.353,.691,88,138,,13,12,,,97/835,CELCHTCOGCTGMBTT,duncafr01
1109,Eddie Eayrs,4,1920,1921,29-30,110,307,265,32,82,74,5,2,1,26,4,3,32,22,.309,.392,.355,.747,119,94,,4,6,,,7H9/18,BROBSN,eayrsed01
1110,Babe Ellison,4,1920,1920,23-23,61,171,155,11,34,25,7,2,0,21,4,1,8,26,.219,.258,.290,.548,47,45,,0,8,,,3H/895,DET,ellisba01
1111,Luther Farrell,4,1920,1934,23-37,244,758,660,107,205,149,30,8,18,114,4,,76,,.311,.384,.462,.846,127,305,,3,19,,,197/8,ACCAGCOGNLGPBGSLG,farrelu02
1112,Bill Francis,4,1923,1925,44-46,90,360,287,44,51,47,3,1,0,17,4,,53,,.178,.310,.195,.505,42,56,,2,18,,,5/4,ACCAGCBN,francbi01
1113,Joe Gallagher,4,1939,1940,25-26,165,526,487,73,133,86,26,5,16,73,4,1,26,76,.273,.314,.446,.760,93,217,11,3,9,,3,7H9,BRONYYSLB,gallajo02
1114,Chano García,4,1926,1927,23-24,60,227,188,23,39,36,3,0,0,12,4,,22,,.207,.310,.223,.534,46,42,,6,11,,,45/6,ACNLG,garcich03
1115,Ben Geraghty,4,1936,1936,23-23,51,141,129,11,25,21,4,0,0,9,4,2,8,16,.194,.241,.225,.466,26,29,5,0,1,,1,6/4H5,BRO,geragbe01
1116,Carl Glass,4,1924,1930,26-32,250,606,548,55,131,102,21,7,1,56,4,,35,,.239,.287,.308,.596,60,169,,2,21,,,1973/84,CAGKCMLVBMRSSLS,glassca01
1117,Jonah Goldman,4,1928,1931,21-24,148,446,389,33,87,66,20,0,1,49,4,6,35,31,.224,.293,.283,.576,46,110,,3,19,,1,65/H,CLE,goldmjo01
1118,Joe Goodrich,4,1924,1924,30-30,43,194,173,24,32,26,3,3,0,12,4,,16,,.185,.254,.237,.491,40,41,,,5,,,5/46,WP,goodrjo01
1119,Joe Greene,4,1932,1941,20-29,118,435,373,62,96,62,15,16,3,54,4,,50,,.257,.348,.408,.756,125,152,,2,10,,,2/3,BCAHGKCM,greenjo04
1120,Ivy Griffin,4,1920,1921,23-24,168,624,570,60,144,122,19,3,0,33,4,5,22,55,.253,.297,.296,.594,57,169,,14,15,,,3H/4,PHA,griffiv01
1121,Red Hale,4,1937,1939,24-26,28,108,100,19,25,15,2,5,3,18,4,,6,,.250,.292,.460,.752,108,46,,0,2,,,6,CAGDTS,halere01
1122,Grover Hartley,4,1924,1934,35-45,196,457,407,35,113,96,14,2,1,49,4,0,39,18,.278,.344,.329,.673,77,134,,2,9,,0,2H/3,BOSCLENYGSLB,hartlgr01
1123,Johnnie Heving,4,1920,1932,24-36,399,1068,985,103,261,211,37,12,1,90,4,4,65,59,.265,.312,.330,.642,67,325,,2,16,,6,2H,BOSPHASLB,hevinjo01
1124,Bruce Hocker,4,1920,1920,25-25,40,168,147,18,32,24,4,3,1,16,4,,14,,.218,.294,.306,.601,79,45,,2,5,,,*3,DM,hockebr01
1125,Ralph Jefferson,4,1920,1924,24-28,97,392,359,43,94,81,8,5,0,42,4,,24,,.262,.312,.312,.624,82,112,,2,7,,,987/1,ABCCSE,jeffera01
1126,Benny Jones,4,1932,1932,,21,90,73,12,18,15,1,2,0,5,4,,13,,.247,.375,.315,.690,91,23,,2,2,,,7/92,WAP,jonesbe01
1127,Tony Kaufmann,4,1921,1935,20-34,260,456,414,62,91,62,19,1,9,57,4,2,28,82,.220,.269,.336,.605,57,139,0,0,14,,0,1H/879,CHCNYGPHISTL,kaufmto01
1128,Fred Koster,4,1931,1931,25-25,76,170,151,21,34,30,2,2,0,8,4,3,14,21,.225,.291,.265,.556,46,40,,0,5,,0,H98/7,PHI,kostefr01
1129,Eddie Lake,4,1939,1941,23-25,79,177,146,21,23,16,5,0,2,7,4,0,28,39,.158,.297,.233,.530,46,34,4,1,2,,2,H645,STL,lakeed01
1130,Script Lee,4,1923,1934,24-35,112,274,249,30,55,44,6,3,2,33,4,0,16,6,.221,.268,.293,.561,48,73,,0,9,,,1/9758,BBSCRSHIL,leesc01
1131,Red Longley,4,1932,1941,22-31,111,388,340,34,67,52,12,1,2,34,4,0,37,,.197,.278,.256,.534,57,87,,1,10,,,748695/2,LRGMRSWEG,longlre01
1132,Art Mahan,4,1940,1940,27-27,146,591,544,55,133,102,24,5,2,39,4,2,40,37,.244,.297,.318,.615,73,173,10,1,6,,1,*3/1,PHI,mahanar01
1133,Les Mallon,4,1931,1935,25-29,383,1437,1300,156,368,290,65,5,8,119,4,10,100,117,.283,.336,.359,.695,86,467,17,3,33,,3,45H/36,BSNPHI,mallole01
1134,Horacio Martínez,4,1935,1941,22-28,113,429,381,54,85,70,12,1,2,31,4,,29,,.223,.278,.276,.554,49,105,,0,19,,,6/459,NYC,martira06
1135,Phil Masi,4,1939,1941,23-25,196,474,432,42,96,67,19,5,5,46,4,4,39,42,.222,.288,.324,.612,74,140,11,1,2,,6,2H,BSN,masiph01
1136,Fran Matthews,4,1938,1941,21-24,95,377,323,73,85,63,14,3,5,42,4,,47,,.263,.357,.372,.728,103,120,,0,7,,,3,NE,matthfr01
1137,Red McNeal,4,1930,1932,,65,276,248,45,66,52,9,3,2,20,4,,25,,.266,.336,.351,.687,94,87,,1,2,,,879/12,LOWLVB,mcneare01
1138,Fred Merkle,4,1920,1926,31-37,100,385,345,37,99,71,21,4,3,42,4,5,25,33,.287,.337,.397,.734,108,137,,1,14,,,3H/7,CHCNYY,merklfr01
1139,George Mogridge,4,1920,1927,31-38,233,515,459,34,86,68,15,2,1,30,4,3,24,115,.187,.233,.235,.468,24,108,,3,29,,,1/3,BSNNYYSLBWSH,mogrige01
1140,Red Moore,4,1936,1940,19-23,148,567,493,69,141,110,20,8,3,78,4,,54,,.286,.359,.377,.736,100,186,,2,18,,,3/5,BCABEGIABNE,moorere01
1141,Ray Mueller,4,1935,1940,23-28,303,893,812,74,191,137,34,9,11,96,4,3,58,114,.235,.287,.340,.627,75,276,16,1,22,,14,2H,BSNPIT,muellra01
1142,Walter Mueller,4,1922,1926,27-31,121,369,345,46,95,76,10,7,2,49,4,2,13,19,.275,.307,.362,.670,74,125,,3,8,,,79H/8,PIT,muellwa01
1143,Bill Narleski,4,1929,1930,29-30,135,401,358,41,95,69,25,1,0,32,4,4,28,27,.265,.326,.341,.666,74,122,,4,10,,1,64H5,BOS,narlebi01
1144,Johnnie Oden,4,1927,1932,24-29,143,507,472,39,94,85,5,2,2,34,4,,23,,.199,.238,.231,.469,27,109,,1,11,,,5/47936,BBBLVBMRS,odenjo01
1145,Agustín Parpetti,4,1921,1923,34-36,26,86,76,9,21,19,1,0,1,14,4,,4,,.276,.329,.329,.658,86,25,,2,4,,,3/49,ACKCM,parpeag01
1146,Manuel Parrado,4,1921,1927,27-33,84,300,277,19,55,39,13,1,2,21,4,,16,,.199,.253,.274,.527,48,76,,4,3,,,3/129,CSCSECSW,parrama02
1147,Jerry Priddy,4,1941,1941,21-21,56,194,174,18,37,29,7,0,1,26,4,2,18,16,.213,.290,.270,.560,50,47,6,1,1,,2,453/H,NYY,priddje01
1148,Connie Rector,4,1923,1941,31-49,173,495,464,45,108,80,19,3,6,56,4,,20,,.233,.264,.325,.590,55,151,,0,11,,,197/84,BRGNBYNLGNYC,rectoco01
1149,Johnny Robinson,4,1930,1932,,63,243,229,28,67,49,11,2,5,44,4,,11,,.293,.325,.424,.749,104,97,,0,3,,,78/49,LOWLRGMRS,robinjo01
1150,Vicente Rodríguez,4,1920,1923,28-31,123,460,419,56,104,90,10,2,2,44,4,,28,,.248,.300,.296,.596,67,124,,3,10,,,2,CSWKCM,rodrivi02
1151,Wally Roettger,4,1927,1934,24-31,599,2106,1949,192,556,418,96,23,19,245,4,16,99,143,.285,.324,.387,.711,85,755,13,12,46,,13,79H8,CINNYGPITSTL,roettwa01
1152,Ramón Rojas,4,1932,1932,27-27,28,118,109,17,30,23,4,1,2,17,4,,5,,.275,.319,.385,.704,94,42,,2,2,,,*7/895,CUP,rojasra01
1153,Chet Ross,4,1939,1941,22-24,189,724,650,89,176,119,25,15,17,93,4,5,70,154,.271,.344,.434,.778,120,282,7,3,1,,8,7H/98,BSN,rossch01
1154,Al Rubeling,4,1940,1941,27-28,114,450,395,49,97,71,16,6,4,40,4,5,50,59,.246,.330,.347,.677,78,137,7,0,5,,2,54/H,PHA,rubelal01
1155,Ormond Sampson,4,1932,1941,22-31,44,169,149,17,32,27,3,2,0,19,4,,16,,.215,.291,.262,.553,66,39,,0,4,,,67/492,BCACAGCBRJRC,sampsor01
